"Sample","Year","Month","Location","Sex","GSI","fLocation","fSex"
"1413" 1413 2 7 3 1 0.0987 "3" "M"
"1414" 1414 2 12 1 1 0.097 "1" "M"
"1417" 1417 2 1 1 1 0.0962 "1" "M"
"1419" 1419 2 4 2 1 0.095 "2" "M"
"1420" 1420 2 2 1 1 0.0948 "1" "M"
"1422" 1422 2 2 1 1 0.0943 "1" "M"
"1424" 1424 2 3 2 1 0.0934 "2" "M"
"1427" 1427 2 12 1 1 0.0914 "1" "M"
"1430" 1430 2 12 1 1 0.089 "1" "M"
"1431" 1431 2 1 1 1 0.089 "1" "M"
"1432" 1432 2 3 2 1 0.0884 "2" "M"
"1433" 1433 2 12 1 1 0.0881 "1" "M"
"1435" 1435 2 3 3 1 0.0879 "3" "M"
"1436" 1436 2 2 1 1 0.0874 "1" "M"
"1437" 1437 2 12 1 1 0.0859 "1" "M"
"1438" 1438 2 1 1 1 0.0855 "1" "M"
"1439" 1439 2 1 1 1 0.0833 "1" "M"
"1440" 1440 2 1 1 1 0.0812 "1" "M"
"1441" 1441 2 12 1 1 0.081 "1" "M"
"1442" 1442 2 10 1 1 0.0807 "1" "M"
"1443" 1443 2 12 1 1 0.0807 "1" "M"
"1449" 1449 2 2 1 1 0.0777 "1" "M"
"1450" 1450 2 12 1 1 0.0759 "1" "M"
"1451" 1451 2 2 1 1 0.073 "1" "M"
"1452" 1452 2 2 1 1 0.0711 "1" "M"
"1453" 1453 2 1 1 1 0.0707 "1" "M"
"1456" 1456 2 12 1 1 0.0688 "1" "M"
"1461" 1461 2 12 1 1 0.0639 "1" "M"
"1470" 1470 2 11 1 1 0.0583 "1" "M"
"1475" 1475 2 12 1 1 0.0546 "1" "M"
"1477" 1477 2 2 1 1 0.054 "1" "M"
"1478" 1478 2 2 1 1 0.0519 "1" "M"
"1479" 1479 2 1 1 1 0.0511 "1" "M"
"1481" 1481 2 12 1 1 0.0497 "1" "M"
"1485" 1485 2 12 1 1 0.0456 "1" "M"
"1486" 1486 2 10 1 1 0.0451 "1" "M"
"1487" 1487 2 1 1 1 0.0427 "1" "M"
"1490" 1490 2 2 1 1 0.0422 "1" "M"
"1491" 1491 2 12 1 1 0.0409 "1" "M"
"1497" 1497 2 2 1 1 0.0356 "1" "M"
"1499" 1499 2 11 1 1 0.0327 "1" "M"
"1502" 1502 2 1 1 1 0.0311 "1" "M"
"1505" 1505 2 1 1 1 0.0279 "1" "M"
"1506" 1506 2 2 1 1 0.0275 "1" "M"
"1507" 1507 2 1 1 1 0.0273 "1" "M"
"1508" 1508 2 12 1 1 0.0271 "1" "M"
"1510" 1510 2 2 1 1 0.023 "1" "M"
"1514" 1514 2 2 1 1 0.0198 "1" "M"
"1515" 1515 2 1 1 1 0.0188 "1" "M"
"1517" 1517 2 4 3 1 0.0157 "3" "M"
"1518" 1518 2 11 1 1 0.0156 "1" "M"
"1519" 1519 2 8 1 1 0.0072 "1" "M"
"1671" 1671 3 4 1 1 4.5461 "1" "M"
"1676" 1676 3 10 1 1 4.3298 "1" "M"
"1679" 1679 3 7 1 1 4.0077 "1" "M"
"1683" 1683 3 7 1 1 3.8539 "1" "M"
"1685" 1685 3 7 1 1 3.6782 "1" "M"
"1686" 1686 3 8 1 1 3.5841 "1" "M"
"1687" 1687 3 6 1 1 3.5432 "1" "M"
"1691" 1691 3 6 1 1 3.3677 "1" "M"
"1692" 1692 3 10 1 1 3.3474 "1" "M"
"1693" 1693 3 7 1 1 3.3018 "1" "M"
"1694" 1694 3 7 1 1 3.2127 "1" "M"
"1695" 1695 3 6 1 1 3.2008 "1" "M"
"1696" 1696 3 11 1 1 3.1724 "1" "M"
"1697" 1697 3 6 1 1 3.1514 "1" "M"
"1698" 1698 3 7 1 1 3.1343 "1" "M"
"1699" 1699 3 7 1 1 3.1056 "1" "M"
"1700" 1700 3 6 1 1 3.0962 "1" "M"
"1701" 1701 3 7 1 1 3.0758 "1" "M"
"1702" 1702 3 6 1 1 3.0692 "1" "M"
"1704" 1704 3 7 1 1 3.0409 "1" "M"
"1705" 1705 3 5 1 1 2.9466 "1" "M"
"1706" 1706 3 7 1 1 2.9211 "1" "M"
"1707" 1707 3 6 1 1 2.9071 "1" "M"
"1708" 1708 3 8 1 1 2.9065 "1" "M"
"1709" 1709 3 8 1 1 2.902 "1" "M"
"1711" 1711 3 10 1 1 2.8672 "1" "M"
"1713" 1713 3 7 3 1 2.8344 "3" "M"
"1715" 1715 3 4 1 1 2.8229 "1" "M"
"1716" 1716 3 7 1 1 2.7935 "1" "M"
"1717" 1717 3 7 1 1 2.787 "1" "M"
"1718" 1718 3 5 1 1 2.7839 "1" "M"
"1719" 1719 3 5 1 1 2.7711 "1" "M"
"1720" 1720 3 7 1 1 2.7686 "1" "M"
"1721" 1721 3 10 1 1 2.7548 "1" "M"
"1722" 1722 3 4 1 1 2.7387 "1" "M"
"1723" 1723 3 7 3 1 2.7273 "3" "M"
"1725" 1725 3 7 1 1 2.7076 "1" "M"
"1726" 1726 3 10 3 1 2.7019 "3" "M"
"1727" 1727 3 6 1 1 2.6984 "1" "M"
"1728" 1728 3 8 1 1 2.6953 "1" "M"
"1729" 1729 3 9 1 1 2.6621 "1" "M"
"1730" 1730 3 4 1 1 2.6569 "1" "M"
"1731" 1731 3 6 1 1 2.6483 "1" "M"
"1732" 1732 3 6 1 1 2.6345 "1" "M"
"1733" 1733 3 6 1 1 2.6009 "1" "M"
"1734" 1734 3 6 1 1 2.5895 "1" "M"
"1735" 1735 3 7 1 1 2.5777 "1" "M"
"1736" 1736 3 7 1 1 2.5763 "1" "M"
"1737" 1737 3 5 1 1 2.5321 "1" "M"
"1738" 1738 3 10 1 1 2.4984 "1" "M"
"1739" 1739 3 6 1 1 2.4976 "1" "M"
"1740" 1740 3 6 1 1 2.4955 "1" "M"
"1741" 1741 3 4 1 1 2.4953 "1" "M"
"1742" 1742 3 5 1 1 2.4917 "1" "M"
"1743" 1743 3 4 1 1 2.4906 "1" "M"
"1744" 1744 3 7 1 1 2.478 "1" "M"
"1745" 1745 3 6 1 1 2.4763 "1" "M"
"1746" 1746 3 6 1 1 2.4601 "1" "M"
"1747" 1747 3 4 1 1 2.4528 "1" "M"
"1748" 1748 3 6 1 1 2.4522 "1" "M"
"1749" 1749 3 9 1 1 2.4475 "1" "M"
"1750" 1750 3 4 1 1 2.4073 "1" "M"
"1752" 1752 3 4 1 1 2.3846 "1" "M"
"1753" 1753 3 9 1 1 2.3827 "1" "M"
"1754" 1754 3 6 1 1 2.3782 "1" "M"
"1755" 1755 3 11 1 1 2.3742 "1" "M"
"1756" 1756 3 4 1 1 2.3645 "1" "M"
"1757" 1757 3 4 1 1 2.3625 "1" "M"
"1758" 1758 3 5 1 1 2.3624 "1" "M"
"1759" 1759 3 5 1 1 2.3578 "1" "M"
"1761" 1761 3 6 1 1 2.3242 "1" "M"
"1762" 1762 3 5 1 1 2.3231 "1" "M"
"1763" 1763 3 4 1 1 2.3218 "1" "M"
"1764" 1764 3 1 1 1 2.311 "1" "M"
"1765" 1765 3 6 1 1 2.3086 "1" "M"
"1766" 1766 3 10 1 1 2.3085 "1" "M"
"1767" 1767 3 7 1 1 2.3047 "1" "M"
"1768" 1768 3 4 1 1 2.2917 "1" "M"
"1769" 1769 3 4 1 1 2.2888 "1" "M"
"1771" 1771 3 2 1 1 2.2751 "1" "M"
"1772" 1772 3 9 1 1 2.2742 "1" "M"
"1773" 1773 3 7 1 1 2.2736 "1" "M"
"1774" 1774 3 6 1 1 2.2594 "1" "M"
"1775" 1775 3 7 1 1 2.2491 "1" "M"
"1776" 1776 3 9 1 1 2.238 "1" "M"
"1777" 1777 3 8 1 1 2.2111 "1" "M"
"1778" 1778 3 6 1 1 2.1912 "1" "M"
"1779" 1779 3 6 1 1 2.1726 "1" "M"
"1780" 1780 3 7 1 1 2.169 "1" "M"
"1781" 1781 3 7 1 1 2.1686 "1" "M"
"1782" 1782 3 8 1 1 2.1526 "1" "M"
"1783" 1783 3 4 1 1 2.1248 "1" "M"
"1784" 1784 3 6 1 1 2.1041 "1" "M"
"1785" 1785 3 5 1 1 2.0947 "1" "M"
"1786" 1786 3 5 1 1 2.0845 "1" "M"
"1787" 1787 3 10 1 1 2.0833 "1" "M"
"1788" 1788 3 6 1 1 2.08 "1" "M"
"1789" 1789 3 5 1 1 2.0667 "1" "M"
"1790" 1790 3 8 1 1 2.0643 "1" "M"
"1791" 1791 3 6 1 1 2.0612 "1" "M"
"1792" 1792 3 5 1 1 2.0554 "1" "M"
"1794" 1794 3 10 1 1 2.0401 "1" "M"
"1796" 1796 3 9 1 1 2.0305 "1" "M"
"1798" 1798 3 9 1 1 1.9926 "1" "M"
"1799" 1799 3 6 1 1 1.9837 "1" "M"
"1800" 1800 3 3 1 1 1.9816 "1" "M"
"1801" 1801 3 9 1 1 1.9756 "1" "M"
"1802" 1802 3 9 1 1 1.9244 "1" "M"
"1803" 1803 3 9 1 1 1.916 "1" "M"
"1805" 1805 3 9 1 1 1.9085 "1" "M"
"1806" 1806 3 9 1 1 1.9068 "1" "M"
"1808" 1808 3 9 1 1 1.9007 "1" "M"
"1809" 1809 3 4 1 1 1.8888 "1" "M"
"1810" 1810 3 5 1 1 1.8596 "1" "M"
"1811" 1811 3 5 1 1 1.8502 "1" "M"
"1812" 1812 3 8 1 1 1.8322 "1" "M"
"1813" 1813 3 6 1 1 1.8243 "1" "M"
"1814" 1814 3 4 1 1 1.8182 "1" "M"
"1815" 1815 3 9 1 1 1.8095 "1" "M"
"1816" 1816 3 5 1 1 1.8072 "1" "M"
"1817" 1817 3 7 1 1 1.8044 "1" "M"
"1818" 1818 3 5 1 1 1.7994 "1" "M"
"1819" 1819 3 5 1 1 1.7952 "1" "M"
"1820" 1820 3 9 1 1 1.7925 "1" "M"
"1822" 1822 3 9 1 1 1.7585 "1" "M"
"1823" 1823 3 9 3 1 1.7311 "3" "M"
"1825" 1825 3 11 1 1 1.7191 "1" "M"
"1826" 1826 3 5 1 1 1.7188 "1" "M"
"1828" 1828 3 9 1 1 1.6951 "1" "M"
"1829" 1829 3 10 1 1 1.6734 "1" "M"
"1830" 1830 3 4 1 1 1.6631 "1" "M"
"1831" 1831 3 11 1 1 1.6514 "1" "M"
"1832" 1832 3 8 1 1 1.645 "1" "M"
"1833" 1833 3 9 1 1 1.6377 "1" "M"
"1834" 1834 3 5 1 1 1.6106 "1" "M"
"1835" 1835 3 9 1 1 1.5946 "1" "M"
"1836" 1836 3 3 1 1 1.5662 "1" "M"
"1837" 1837 3 2 1 1 1.5612 "1" "M"
"1838" 1838 3 6 1 1 1.5555 "1" "M"
"1839" 1839 3 11 1 1 1.545 "1" "M"
"1841" 1841 3 11 1 1 1.5331 "1" "M"
"1842" 1842 3 3 1 1 1.5242 "1" "M"
"1843" 1843 3 8 1 1 1.519 "1" "M"
"1844" 1844 3 5 1 1 1.5174 "1" "M"
"1845" 1845 3 3 1 1 1.506 "1" "M"
"1846" 1846 3 9 3 1 1.5055 "3" "M"
"1847" 1847 3 11 1 1 1.5054 "1" "M"
"1848" 1848 3 8 1 1 1.4969 "1" "M"
"1849" 1849 3 8 1 1 1.476 "1" "M"
"1850" 1850 3 5 1 1 1.4748 "1" "M"
"1852" 1852 3 4 1 1 1.4721 "1" "M"
"1853" 1853 3 12 1 1 1.4637 "1" "M"
"1854" 1854 3 11 1 1 1.4465 "1" "M"
"1855" 1855 3 9 3 1 1.4455 "3" "M"
"1856" 1856 3 1 3 1 1.4385 "3" "M"
"1857" 1857 3 7 3 1 1.4383 "3" "M"
"1858" 1858 3 9 3 1 1.4375 "3" "M"
"1859" 1859 3 9 1 1 1.4367 "1" "M"
"1860" 1860 3 9 1 1 1.4204 "1" "M"
"1861" 1861 3 9 1 1 1.4124 "1" "M"
"1862" 1862 3 5 1 1 1.4107 "1" "M"
"1863" 1863 3 3 1 1 1.407 "1" "M"
"1864" 1864 3 5 1 1 1.3994 "1" "M"
"1865" 1865 3 8 1 1 1.3938 "1" "M"
"1866" 1866 3 11 1 1 1.3854 "1" "M"
"1867" 1867 3 8 1 1 1.3794 "1" "M"
"1868" 1868 3 11 1 1 1.3684 "1" "M"
"1869" 1869 3 11 1 1 1.3625 "1" "M"
"1870" 1870 3 9 1 1 1.357 "1" "M"
"1871" 1871 3 6 1 1 1.3457 "1" "M"
"1872" 1872 3 11 1 1 1.3228 "1" "M"
"1873" 1873 3 3 1 1 1.3191 "1" "M"
"1874" 1874 3 5 1 1 1.3018 "1" "M"
"1876" 1876 3 4 1 1 1.2695 "1" "M"
"1877" 1877 3 8 1 1 1.2689 "1" "M"
"1878" 1878 3 9 1 1 1.2687 "1" "M"
"1879" 1879 3 1 2 1 1.2545 "2" "M"
"1880" 1880 3 9 1 1 1.2413 "1" "M"
"1881" 1881 3 7 3 1 1.2359 "3" "M"
"1882" 1882 3 3 1 1 1.2348 "1" "M"
"1884" 1884 3 5 1 1 1.1933 "1" "M"
"1886" 1886 3 3 1 1 1.1803 "1" "M"
"1887" 1887 3 8 1 1 1.1557 "1" "M"
"1888" 1888 3 7 3 1 1.1346 "3" "M"
"1889" 1889 3 11 1 1 1.1332 "1" "M"
"1891" 1891 3 3 1 1 1.1124 "1" "M"
"1892" 1892 3 3 1 1 1.1097 "1" "M"
"1893" 1893 3 5 1 1 1.1 "1" "M"
"1894" 1894 3 7 3 1 1.0995 "3" "M"
"1895" 1895 3 7 3 1 1.0958 "3" "M"
"1896" 1896 3 5 1 1 1.091 "1" "M"
"1897" 1897 3 3 1 1 1.0879 "1" "M"
"1898" 1898 3 10 1 1 1.0764 "1" "M"
"1900" 1900 3 7 1 1 1.0433 "1" "M"
"1901" 1901 3 4 1 1 1.0409 "1" "M"
"1902" 1902 3 3 1 1 1.0259 "1" "M"
"1903" 1903 3 3 1 1 1.0227 "1" "M"
"1904" 1904 3 9 1 1 1.0056 "1" "M"
"1905" 1905 3 9 1 1 1.0048 "1" "M"
"1906" 1906 3 11 1 1 1.0021 "1" "M"
"1907" 1907 3 11 1 1 1 "1" "M"
"1908" 1908 3 3 1 1 0.9969 "1" "M"
"1910" 1910 3 8 1 1 0.9792 "1" "M"
"1912" 1912 3 2 1 1 0.9745 "1" "M"
"1913" 1913 3 3 1 1 0.9741 "1" "M"
"1915" 1915 3 7 3 1 0.9387 "3" "M"
"1917" 1917 3 3 1 1 0.9287 "1" "M"
"1919" 1919 3 11 1 1 0.9184 "1" "M"
"1921" 1921 3 3 1 1 0.8971 "1" "M"
"1923" 1923 3 3 1 1 0.8571 "1" "M"
"1925" 1925 3 2 1 1 0.8534 "1" "M"
"1926" 1926 3 2 1 1 0.8441 "1" "M"
"1927" 1927 3 8 1 1 0.842 "1" "M"
"1928" 1928 3 7 1 1 0.8369 "1" "M"
"1929" 1929 3 9 3 1 0.8263 "3" "M"
"1930" 1930 3 9 1 1 0.8244 "1" "M"
"1931" 1931 3 11 1 1 0.8195 "1" "M"
"1933" 1933 3 3 1 1 0.7965 "1" "M"
"1934" 1934 3 4 1 1 0.7955 "1" "M"
"1935" 1935 3 3 1 1 0.7752 "1" "M"
"1936" 1936 3 4 1 1 0.7643 "1" "M"
"1937" 1937 3 11 1 1 0.7608 "1" "M"
"1938" 1938 3 4 1 1 0.751 "1" "M"
"1939" 1939 3 2 1 1 0.7396 "1" "M"
"1941" 1941 3 8 1 1 0.7136 "1" "M"
"1943" 1943 3 2 1 1 0.7083 "1" "M"
"1946" 1946 3 7 3 1 0.6008 "3" "M"
"1947" 1947 3 4 1 1 0.5955 "1" "M"
"1949" 1949 3 9 1 1 0.5633 "1" "M"
"1951" 1951 3 8 1 1 0.554 "1" "M"
"1952" 1952 3 5 1 1 0.5498 "1" "M"
"1954" 1954 3 7 1 1 0.5351 "1" "M"
"1956" 1956 3 2 1 1 0.5061 "1" "M"
"1957" 1957 3 7 1 1 0.502 "1" "M"
"1958" 1958 3 4 1 1 0.4844 "1" "M"
"1959" 1959 3 1 2 1 0.4828 "2" "M"
"1961" 1961 3 11 1 1 0.4717 "1" "M"
"1962" 1962 3 3 1 1 0.4716 "1" "M"
"1967" 1967 3 1 2 1 0.4537 "2" "M"
"1968" 1968 3 2 1 1 0.4526 "1" "M"
"1973" 1973 3 2 1 1 0.4446 "1" "M"
"1974" 1974 3 3 1 1 0.4367 "1" "M"
"1975" 1975 3 1 1 1 0.4354 "1" "M"
"1978" 1978 3 4 1 1 0.4311 "1" "M"
"1980" 1980 3 4 1 1 0.4154 "1" "M"
"1981" 1981 3 2 1 1 0.4107 "1" "M"
"1984" 1984 3 2 1 1 0.385 "1" "M"
"1991" 1991 3 4 1 1 0.36 "1" "M"
"1992" 1992 3 11 1 1 0.357 "1" "M"
"1994" 1994 3 3 1 1 0.3437 "1" "M"
"1995" 1995 3 4 1 1 0.3315 "1" "M"
"2010" 2010 3 11 1 1 0.3086 "1" "M"
"2022" 2022 3 1 1 1 0.2821 "1" "M"
"2024" 2024 3 1 1 1 0.2777 "1" "M"
"2026" 2026 3 1 1 1 0.2747 "1" "M"
"2032" 2032 3 1 1 1 0.2645 "1" "M"
"2039" 2039 3 1 3 1 0.2587 "3" "M"
"2040" 2040 3 7 1 1 0.2577 "1" "M"
"2041" 2041 3 1 1 1 0.2571 "1" "M"
"2047" 2047 3 9 1 1 0.238 "1" "M"
"2053" 2053 3 3 1 1 0.2344 "1" "M"
"2055" 2055 3 1 1 1 0.2313 "1" "M"
"2058" 2058 3 1 2 1 0.2274 "2" "M"
"2060" 2060 3 9 1 1 0.2253 "1" "M"
"2063" 2063 3 1 1 1 0.2223 "1" "M"
"2066" 2066 3 12 1 1 0.2193 "1" "M"
"2067" 2067 3 1 2 1 0.2189 "2" "M"
"2068" 2068 3 12 1 1 0.2148 "1" "M"
"2069" 2069 3 1 1 1 0.2141 "1" "M"
"2071" 2071 3 12 1 1 0.2097 "1" "M"
"2072" 2072 3 12 1 1 0.2095 "1" "M"
"2073" 2073 3 2 1 1 0.2076 "1" "M"
"2074" 2074 3 2 1 1 0.2067 "1" "M"
"2076" 2076 3 12 1 1 0.2054 "1" "M"
"2077" 2077 3 1 2 1 0.2044 "2" "M"
"2079" 2079 3 1 1 1 0.2031 "1" "M"
"2082" 2082 3 12 1 1 0.2013 "1" "M"
"2084" 2084 3 1 2 1 0.1986 "2" "M"
"2085" 2085 3 2 3 1 0.1985 "3" "M"
"2086" 2086 3 2 1 1 0.198 "1" "M"
"2087" 2087 3 1 2 1 0.1973 "2" "M"
"2090" 2090 3 1 1 1 0.1955 "1" "M"
"2093" 2093 3 3 1 1 0.1898 "1" "M"
"2094" 2094 3 2 1 1 0.1869 "1" "M"
"2096" 2096 3 1 2 1 0.1854 "2" "M"
"2098" 2098 3 1 1 1 0.182 "1" "M"
"2101" 2101 3 1 1 1 0.1786 "1" "M"
"2102" 2102 3 1 3 1 0.1735 "3" "M"
"2105" 2105 3 1 2 1 0.1698 "2" "M"
"2108" 2108 3 1 2 1 0.1663 "2" "M"
"2109" 2109 3 1 1 1 0.1622 "1" "M"
"2111" 2111 3 3 1 1 0.1608 "1" "M"
"2113" 2113 3 12 1 1 0.1605 "1" "M"
"2118" 2118 3 2 1 1 0.1599 "1" "M"
"2120" 2120 3 1 1 1 0.1586 "1" "M"
"2121" 2121 3 1 2 1 0.1584 "2" "M"
"2122" 2122 3 2 1 1 0.1584 "1" "M"
"2123" 2123 3 1 1 1 0.1583 "1" "M"
"2129" 2129 3 1 1 1 0.1563 "1" "M"
"2131" 2131 3 1 2 1 0.155 "2" "M"
"2132" 2132 3 1 2 1 0.1545 "2" "M"
"2135" 2135 3 12 1 1 0.1536 "1" "M"
"2136" 2136 3 2 1 1 0.1535 "1" "M"
"2138" 2138 3 12 1 1 0.1528 "1" "M"
"2139" 2139 3 1 2 1 0.1527 "2" "M"
"2141" 2141 3 1 2 1 0.1509 "2" "M"
"2143" 2143 3 12 1 1 0.15 "1" "M"
"2144" 2144 3 2 1 1 0.15 "1" "M"
"2146" 2146 3 12 1 1 0.1462 "1" "M"
"2147" 2147 3 1 2 1 0.1456 "2" "M"
"2148" 2148 3 1 2 1 0.1436 "2" "M"
"2149" 2149 3 12 1 1 0.1415 "1" "M"
"2151" 2151 3 2 1 1 0.1411 "1" "M"
"2157" 2157 3 2 1 1 0.1383 "1" "M"
"2158" 2158 3 2 1 1 0.1374 "1" "M"
"2163" 2163 3 11 1 1 0.1328 "1" "M"
"2168" 2168 3 12 1 1 0.1319 "1" "M"
"2169" 2169 3 1 2 1 0.1303 "2" "M"
"2170" 2170 3 1 2 1 0.1301 "2" "M"
"2171" 2171 3 12 1 1 0.1296 "1" "M"
"2172" 2172 3 12 1 1 0.1293 "1" "M"
"2173" 2173 3 1 2 1 0.1287 "2" "M"
"2174" 2174 3 1 2 1 0.1286 "2" "M"
"2175" 2175 3 12 1 1 0.1282 "1" "M"
"2176" 2176 3 2 1 1 0.1274 "1" "M"
"2177" 2177 3 12 1 1 0.1272 "1" "M"
"2178" 2178 3 1 1 1 0.1265 "1" "M"
"2180" 2180 3 12 1 1 0.126 "1" "M"
"2182" 2182 3 2 1 1 0.1246 "1" "M"
"2183" 2183 3 1 1 1 0.1236 "1" "M"
"2185" 2185 3 1 2 1 0.122 "2" "M"
"2186" 2186 3 1 2 1 0.1211 "2" "M"
"2187" 2187 3 2 1 1 0.1211 "1" "M"
"2189" 2189 3 12 1 1 0.1206 "1" "M"
"2190" 2190 3 1 2 1 0.1202 "2" "M"
"2191" 2191 3 2 1 1 0.1202 "1" "M"
"2192" 2192 3 12 1 1 0.1189 "1" "M"
"2193" 2193 3 12 1 1 0.1162 "1" "M"
"2194" 2194 3 12 1 1 0.1156 "1" "M"
"2196" 2196 3 1 1 1 0.1137 "1" "M"
"2197" 2197 3 1 2 1 0.1135 "2" "M"
"2198" 2198 3 1 1 1 0.1132 "1" "M"
"2201" 2201 3 1 2 1 0.1124 "2" "M"
"2202" 2202 3 10 1 1 0.1116 "1" "M"
"2205" 2205 3 12 1 1 0.1051 "1" "M"
"2206" 2206 3 1 1 1 0.1051 "1" "M"
"2207" 2207 3 12 1 1 0.1045 "1" "M"
"2208" 2208 3 12 1 1 0.1041 "1" "M"
"2209" 2209 3 1 2 1 0.1031 "2" "M"
"2210" 2210 3 1 1 1 0.1021 "1" "M"
"2212" 2212 3 4 1 1 0.1 "1" "M"
"2213" 2213 3 1 2 1 0.0991 "2" "M"
"2214" 2214 3 1 1 1 0.099 "1" "M"
"2215" 2215 3 12 1 1 0.0984 "1" "M"
"2218" 2218 3 1 2 1 0.0954 "2" "M"
"2220" 2220 3 12 1 1 0.0932 "1" "M"
"2221" 2221 3 12 1 1 0.091 "1" "M"
"2223" 2223 3 1 3 1 0.089 "3" "M"
"2225" 2225 3 10 1 1 0.0877 "1" "M"
"2226" 2226 3 1 1 1 0.0875 "1" "M"
"2227" 2227 3 1 1 1 0.0866 "1" "M"
"2228" 2228 3 2 1 1 0.0854 "1" "M"
"2230" 2230 3 1 2 1 0.0844 "2" "M"
"2231" 2231 3 10 1 1 0.0831 "1" "M"
"2233" 2233 3 1 1 1 0.0798 "1" "M"
"2237" 2237 3 10 1 1 0.0714 "1" "M"
"2238" 2238 3 10 1 1 0.0706 "1" "M"
"2239" 2239 3 1 1 1 0.0686 "1" "M"
"2240" 2240 3 10 1 1 0.0679 "1" "M"
"2243" 2243 3 2 1 1 0.0644 "1" "M"
"2244" 2244 3 1 1 1 0.0643 "1" "M"
"2246" 2246 3 11 1 1 0.0639 "1" "M"
"2248" 2248 3 11 1 1 0.0637 "1" "M"
"2249" 2249 3 10 1 1 0.0633 "1" "M"
"2251" 2251 3 11 1 1 0.0593 "1" "M"
"2252" 2252 3 10 1 1 0.0568 "1" "M"
"2254" 2254 3 10 1 1 0.0558 "1" "M"
"2256" 2256 3 10 1 1 0.0533 "1" "M"
"2257" 2257 3 10 1 1 0.0519 "1" "M"
"2259" 2259 3 10 1 1 0.0502 "1" "M"
"2260" 2260 3 10 1 1 0.0479 "1" "M"
"2264" 2264 3 10 1 1 0.0435 "1" "M"
"2265" 2265 3 11 1 1 0.0433 "1" "M"
"2266" 2266 3 10 1 1 0.0411 "1" "M"
"2267" 2267 3 11 1 1 0.0407 "1" "M"
"2271" 2271 3 11 1 1 0.0387 "1" "M"
"2272" 2272 3 10 1 1 0.0366 "1" "M"
"2273" 2273 3 10 1 1 0.035 "1" "M"
"2276" 2276 3 11 1 1 0.0275 "1" "M"
"2279" 2279 3 10 1 1 0.024 "1" "M"
"2280" 2280 3 10 1 1 0.0237 "1" "M"
"2281" 2281 3 10 1 1 0.0207 "1" "M"
"2282" 2282 3 7 1 1 0.0124 "1" "M"
"2283" 2283 3 7 1 1 0.0064 "1" "M"
"2384" 2384 4 8 1 1 3.9413 "1" "M"
"2388" 2388 4 7 1 1 3.5933 "1" "M"
"2389" 2389 4 9 1 1 3.5575 "1" "M"
"2390" 2390 4 8 1 1 3.4574 "1" "M"
"2393" 2393 4 8 1 1 3.215 "1" "M"
"2394" 2394 4 8 1 1 3.1444 "1" "M"
"2396" 2396 4 7 1 1 3.0629 "1" "M"
"2397" 2397 4 8 1 1 3.0269 "1" "M"
"2398" 2398 4 7 1 1 3.0089 "1" "M"
"2399" 2399 4 12 1 1 2.9877 "1" "M"
"2400" 2400 4 7 1 1 2.8942 "1" "M"
"2401" 2401 4 8 1 1 2.8734 "1" "M"
"2402" 2402 4 12 1 1 2.8268 "1" "M"
"2403" 2403 4 8 1 1 2.811 "1" "M"
"2405" 2405 4 9 1 1 2.7886 "1" "M"
"2406" 2406 4 7 1 1 2.7764 "1" "M"
"2407" 2407 4 10 1 1 2.7625 "1" "M"
"2408" 2408 4 7 1 1 2.7169 "1" "M"
"2409" 2409 4 8 1 1 2.6957 "1" "M"
"2410" 2410 4 7 1 1 2.6439 "1" "M"
"2411" 2411 4 7 1 1 2.626 "1" "M"
"2412" 2412 4 9 1 1 2.6213 "1" "M"
"2413" 2413 4 8 1 1 2.5917 "1" "M"
"2414" 2414 4 9 1 1 2.5463 "1" "M"
"2415" 2415 4 7 1 1 2.5134 "1" "M"
"2416" 2416 4 9 1 1 2.4386 "1" "M"
"2417" 2417 4 9 1 1 2.4196 "1" "M"
"2418" 2418 4 7 1 1 2.4094 "1" "M"
"2419" 2419 4 12 1 1 2.3914 "1" "M"
"2420" 2420 4 7 1 1 2.3901 "1" "M"
"2421" 2421 4 12 1 1 2.3556 "1" "M"
"2422" 2422 4 7 1 1 2.3337 "1" "M"
"2423" 2423 4 8 1 1 2.3228 "1" "M"
"2424" 2424 4 7 1 1 2.2995 "1" "M"
"2425" 2425 4 8 1 1 2.2863 "1" "M"
"2426" 2426 4 8 1 1 2.2853 "1" "M"
"2427" 2427 4 8 1 1 2.2784 "1" "M"
"2428" 2428 4 9 1 1 2.2658 "1" "M"
"2429" 2429 4 9 1 1 2.261 "1" "M"
"2430" 2430 4 9 1 1 2.1705 "1" "M"
"2431" 2431 4 8 1 1 2.1028 "1" "M"
"2432" 2432 4 8 1 1 2.101 "1" "M"
"2433" 2433 4 8 1 1 2.065 "1" "M"
"2434" 2434 4 9 1 1 2.0529 "1" "M"
"2435" 2435 4 9 1 1 2.0231 "1" "M"
"2436" 2436 4 12 1 1 2.0204 "1" "M"
"2437" 2437 4 7 1 1 2.006 "1" "M"
"2438" 2438 4 7 1 1 2.0027 "1" "M"
"2439" 2439 4 9 1 1 1.9752 "1" "M"
"2441" 2441 4 9 1 1 1.9651 "1" "M"
"2442" 2442 4 7 1 1 1.9554 "1" "M"
"2443" 2443 4 7 1 1 1.9293 "1" "M"
"2444" 2444 4 12 1 1 1.9247 "1" "M"
"2445" 2445 4 11 3 1 1.923 "3" "M"
